Url,Name,Address,Phone,Website,Amenities
https://www.yelp.com/biz/c-stop-gas-anaheim,C Stop Gas,"727 S East StAnaheim, CA 92805",(714) 758-1248,,
https://www.yelp.com/biz/ct-propane-los-angeles,CT Propane,"1871 Colorado BlvdLos Angeles, CA 90041",,,"Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay"
https://www.yelp.com/biz/cupertino-marketplace-cupertino,Cupertino Marketplace,"21530 Stevens Creek BlvdCupertino, CA 95014",(408) 446-3426,,"Offers Takeout, No Delivery, Accepts Credit Cards, Wheelchair Accessible"
https://www.yelp.com/biz/cvs-pharmacy-aliso-viejo,CVS Pharmacy,"26891 Aliso Creek RoadAliso Viejo, CA 92656",(949) 360-4081,cvs.com,"Offers Delivery, No Takeout, Accepts Credit Cards, Accepts Apple Pay, Private Lot Parking, Bike Parking, Drive-Thru, Dogs Not Allowed"
https://www.yelp.com/biz/cvs-pharmacy-long-beach-27,CVS Pharmacy,"1250 Pacific Coast HwyLong Beach, CA 90806",(562) 218-0080,cvs.com,"Offers Delivery, No Takeout, Accepts Credit Cards, Private Lot Parking, Bike Parking, Drive-Thru, Wheelchair Accessible, Accepts Apple Pay"
https://www.yelp.com/biz/dudley-ridge-los-angeles,Dudley Ridge,"606 N Larchmont BlvdLos Angeles, CA 90004",(323) 463-5955,,
https://www.yelp.com/biz/e-and-d-mobile-auto-detailing-san-rafael-3,E&D Mobile Auto Detailing,"San Rafael, CA 94901",(415) 521-9008,edautodetailing.com,"Accepts Credit Cards, In-person visits, No Wi-Fi"
https://www.yelp.com/biz/fallon-gateway-chevron-dublin,Fallon Gateway Chevron,"2760 Dublin BlvdDublin, CA 94568",(925) 248-2098,dublinersforchange.com,Accepts Credit Cards
https://www.yelp.com/biz/flyers-hayward,Flyers,"2005 W Winton AveHayward, CA 94545",(800) 899-2376,flyersenergy.com,
https://www.yelp.com/biz/grand-mobil-golden-springs-and-grand-diamond-bar,Grand Mobil-Golden Springs & Grand,"22628 Golden Springs DrDiamond Bar, CA 91765",(909) 861-6418,,"Accepts Credit Cards, Gender-neutral restrooms, No Wi-Fi"
https://www.yelp.com/biz/flyers-no-243-sebastopol,Flyers No 243,"1080 Gravenstein AveSebastopol, CA 95472",(707) 823-3432,,
https://www.yelp.com/biz/freeman-toyota-santa-rosa-4,Freeman Toyota,"2875 Corby AveSanta Rosa, CA 95407",(707) 542-1791,freeman-toyota.com,"Accepts Credit Cards, Free Wi-Fi"
https://www.yelp.com/biz/grand-petroleum-hayward,Grand Petroleum,"138 Jackson StHayward, CA 94544",(510) 582-4401,,
https://www.yelp.com/biz/hemet-76-station-hemet,Hemet 76 Station,"3308 W Florida AveHemet, CA 92545",(951) 925-6101,,Accepts Credit Cards
https://www.yelp.com/biz/jacks-body-works-palm-desert-2,Jack's Body Works,"74824 Lennon PlPalm Desert, CA 92260",(760) 321-4752,jacksbodyworks.com,"Accepts Credit Cards, Free Wi-Fi, Gender-neutral restrooms"
https://www.yelp.com/biz/jiffy-lube-hesperia,Jiffy Lube,"16701 Main StHesperia, CA 92345",(760) 948-9800,jiffylubesocal.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/kim-co-gas-anaheim,Kim Co Gas,"2800 W Ball RdAnaheim, CA 92804",(714) 484-0658,,
https://www.yelp.com/biz/ampm-sacramento-15,ampm,"8100 Gerber RdSacramento, CA 95828",(916) 689-7032,ampm.com,"Accepts Credit Cards, Private Lot Parking, Bike Parking"
https://www.yelp.com/biz/m-and-r-shell-lake-forest,M & R Shell,"21762 Lake Forest DrLake Forest, CA 92630",(949) 458-6168,shell.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/rapid-75-chatsworth-2,Rapid 75,"21924 Devonshire StUnited OilChatsworth, CA 91311",(818) 717-3045,unitedoilco.com,
https://www.yelp.com/biz/grandview-chevron-oak-hills,Grandview Chevron,"13302 Ranchero RdOak Hills, CA 92344",(760) 662-5539,,Accepts Credit Cards
https://www.yelp.com/biz/rapid-86-pacific-palisades,Rapid 86,"17301 Pacific Coast HwyPacific Palisades, CA 90272",(310) 454-5816,,
https://www.yelp.com/biz/redwood-coast-petroleum-sebastopol,Redwood Coast Petroleum,"5640 Sebastopol AveSebastopol, CA 95472",(707) 829-9293,redwoodcoastpetroleum.com,
https://www.yelp.com/biz/richards-automotive-service-san-leandro,Richard's Automotive Service,"1495 Hays StSan Leandro, CA 94577",(510) 483-4318,,
https://www.yelp.com/biz/rimpco-santa-clarita,Rimpco,"19415 Golden Valley RdSanta Clarita, CA 91387",(661) 252-9386,,
https://www.yelp.com/biz/rite-aid-livermore-2,Rite Aid,"1350 N Vasco RdLivermore, CA 94551",(925) 243-1702,riteaid.com,"No Takeout, Accepts Credit Cards, Private Lot Parking, Bike Parking"
https://www.yelp.com/biz/rjm-industries-lake-forest-2,RJM Industries,"25541 Arctic Ocean DrLake Forest, CA 92630",(949) 458-1290,4rjm.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/robinson-oil-sebastopol,Robinson Oil,"7200 Healdsburg AveSebastopol, CA 95472",(707) 827-7922,robinsonoil.com,
https://www.yelp.com/biz/rocket-oil-long-beach-2,Rocket Oil,"4010 Orange AveLong Beach, CA 90807",(562) 989-0218,,
https://www.yelp.com/biz/rogers-service-center-glendale,Roger's Service Center,"1297 N Verdugo RdGlendale, CA 91206",(818) 246-0394,,
https://www.yelp.com/biz/ronnies-auto-body-scotts-valley,Ronnie's Auto Body,"4255 Scotts Valley DrScotts Valley, CA 95066",(831) 438-5023,,Accepts Credit Cards
https://www.yelp.com/biz/grove-unocal-76-ontario,Grove Unocal 76,"1195 E Walnut StOntario, CA 91761",(909) 930-0030,,Accepts Credit Cards
https://www.yelp.com/biz/rons-fix-n-tow-lancaster,Ron's Fix n Tow,"Lancaster, CA 93536",(805) 328-3812,,
https://www.yelp.com/biz/rons-mini-mart-paramount,Ron's Mini Mart,"15900 Paramount BlvdParamount, CA 90723",(562) 630-3451,,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-livermore,Rotten Robbie,"4186 East AveLivermore, CA 94550",(925) 960-1679,rottenrobbie.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/rotten-robbie-san-jose-11,Rotten Robbie,"1005 Saratoga AveSan Jose, CA 95129",(408) 252-4040,rottenrobbie.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/rotten-robbie-san-jose-13,Rotten Robbie,"1202 Oakland RdSan Jose, CA 95112",,,
https://www.yelp.com/biz/rotten-robbie-san-jose-3,Rotten Robbie,"1555 Saratoga AveSan Jose, CA 95129",(408) 252-1433,rottenrobbie.com,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-san-jose-4,Rotten Robbie,"455 E Julian StSan Jose, CA 95112",(408) 294-8924,rottenrobbie.com,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-san-jose-8,Rotten Robbie,"1061 Lincoln AveSan Jose, CA 95125",(408) 292-0300,,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-santa-cruz,Rotten Robbie,"1906 Mission StSanta Cruz, CA 95060",(831) 426-7270,rottenrobbie.com,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-santa-rosa,Rotten Robbie,"2515 Guerneville RdSanta Rosa, CA 95401",(707) 526-2891,rottenrobbie.com,
https://www.yelp.com/biz/gse-76-san-marcos,Gse 76,"110 Rancho Santa Fe RdSan Marcos, CA 92078",(760) 650-9005,76.com,Accepts Credit Cards
https://www.yelp.com/biz/rotten-robbie-sebastopol,Rotten Robbie,"7200 Healdsburg AveSebastopol, CA 95472",(707) 823-6283,rottenrobbie.com,
https://www.yelp.com/biz/rotten-robbie-touchless-car-wash-santa-clara,Rotten Robbie Touchless Car Wash,"867 Aldo AveSanta Clara, CA 95054",,,
https://www.yelp.com/biz/roxford-chevron-sylmar,Roxford Chevron,"12881 Encinitas AveSylmar, CA 91342",(818) 833-1964,chevron.com,"Accepts Credit Cards, No Wi-Fi"
https://www.yelp.com/biz/russ-conkle-76-service-seal-beach,Russ Conkle 76 Service,"12071 Seal Beach BlvdSeal Beach, CA 90740",(562) 493-4581,conkle76service.com,"Accepts Credit Cards, Accepts Cryptocurrency"
https://www.yelp.com/biz/rv-supercenter-temecula,RV Supercenter,"27941 Jefferson AveTemecula, CA 92590",(951) 699-7380,thervsupercenter.com,"Accepts Credit Cards, Offers Military Discount, Open to All, In-person visits, No Wi-Fi"
https://www.yelp.com/biz/safelite-autoglass-redlands-2,Safelite AutoGlass,"560 Nevada StRedlands, CA 92373",(844) 250-6606,safelite.com/stores/Redlands,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/safeway-gas-station-dublin,Safeway Gas Station,"7499 Dublin BlvdDublin, CA 94568",(925) 556-4034,safeway.com,"Offers Delivery, Offers Takeout, Accepts Credit Cards, Private Lot Parking, Bike Parking, Accepts Android Pay"
https://www.yelp.com/biz/safeway-gas-station-santa-rosa,Safeway Gas Station,"2200 Mendocino AveSanta Rosa, CA 95403",(707) 569-3100,safeway.com,Accepts Credit Cards
https://www.yelp.com/biz/safeway-gas-station-tracy-2,Safeway Gas Station,"1801 West 11th StTracy, CA 95376",(209) 830-2950,,Accepts Credit Cards
https://www.yelp.com/biz/sam-s-club-gas-station-murrieta,Sam’s Club Gas Station,"40500 Murrieta Hot Springs RdMurrieta, CA 92563",(951) 696-4500,samsclub.com/club/murrieta-ca-…,Private Lot Parking
https://www.yelp.com/biz/gt-fast-mart-riverside,Gt Fast Mart,"7494 Indiana AveRiverside, CA 92504",(951) 354-2600,,"Accepts Credit Cards, Private Lot Parking, Bike Parking, Dogs Allowed, Accepts Apple Pay"
https://www.yelp.com/biz/shell-manteca,Shell,"1330 E Yosemite AveManteca, CA 95336",(209) 825-0332,shell.us,Accepts Credit Cards
https://www.yelp.com/biz/shell-westminster-5,Shell,"6311 Westminster BlvdWestminster, CA 92683",(714) 892-2990,shell.us,
https://www.yelp.com/biz/sutg-mobile-auto-detailing-rancho-cucamonga-4,SUTG Mobile Auto Detailing,"Rancho Cucamonga, CA 91730",(951) 449-9098,,"Accepts Credit Cards, Free Wi-Fi, In-person visits"
https://www.yelp.com/biz/sv-tire-shop-new-and-used-tires-foothill-ranch,SV Tire Shop New and Used Tires,"19232 Alton PkwyFoothill Ranch, CA 92610",(949) 245-9944,svtires.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/tesla-west-los-angeles-west-los-angeles-3,Tesla - West Los Angeles,"11163 Santa Monica BlvdWest Los Angeles, CA 90025",(310) 473-8337,teslamotors.com,Accepts Credit Cards
https://www.yelp.com/biz/the-4x4-shop-livermore,The 4X4 Shop,"4021 First StLivermore, CA 94551",(925) 292-4668,the4x4shop.com,"Accepts Credit Cards, Free Wi-Fi"
https://www.yelp.com/biz/john-mobile-detail-mission-viejo,John Mobile Detail,"24712 Nympha DrMission Viejo, CA 92691",(949) 606-2823,,"In-person visits, Accepts Credit Cards"
https://www.yelp.com/biz/shell-redlands,Shell,"941 California StRedlands, CA 92374",(909) 796-1980,shell.us,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/a-and-s-smog-check-center-moreno-valley-2,A&S Smog Check Center,"23180 Hemlock AveSte 101Moreno Valley, CA 92557",(951) 916-1275,morenovalleysmogcheck.com,"Accepts Credit Cards, No Wi-Fi"
https://www.yelp.com/biz/tintman-murrieta-11,Tintman,"26658 Jefferson AveSte 106Murrieta, CA 92562",(951) 461-0440,tint-man.com,"Accepts Credit Cards, Free Wi-Fi, Gender-neutral restrooms, Offers Military Discount, Open to All, In-person visits"
https://www.yelp.com/biz/hadley-tow-costa-mesa-3,Hadley Tow,"1343 Logan AveCosta Mesa, CA 92626",(714) 542-7241,,Accepts Credit Cards
https://www.yelp.com/biz/76-gas-station-gardena,76 Gas Station,"1342 W El Segundo BlvdGardena, CA 90247",,,Accepts Credit Cards
https://www.yelp.com/biz/fleet-card-fuels-ontario,Fleet Card Fuels,"3633 Inland Empire BlvdOntario, CA 91764",(909) 945-9901,,
https://www.yelp.com/biz/dinhs-pass-or-dont-pay-smog-check-orange,Dinh's Pass or Don't Pay Smog Check,"1135 W Barkley AveSte FOrange, CA 92868",(714) 771-5000,,"Accepts Credit Cards, Gender-neutral restrooms, In-person visits"
https://www.yelp.com/biz/ampm-arco-ventura,AMPM / Arco,"2124 E Harbor BlvdVentura, CA 93001",(805) 652-1109,arco.com,"Offers Delivery, Offers Takeout, Accepts Credit Cards, Accepts Apple Pay, Bike Parking"
https://www.yelp.com/biz/sharnis-gas-and-food-rocklin,Sharnis Gas & Food,"2801 Sunset BlvdRocklin, CA 95677",(916) 630-8749,,
https://www.yelp.com/biz/chevron-express-mart-nicolaus,Chevron Express Mart,"3499 Powerline RdNicolaus, CA 95659",(530) 656-2135,,"No Takeout, Accepts Credit Cards, Gender-neutral restrooms, Accepts Android Pay, Accepts Apple Pay, No Bike Parking"
https://www.yelp.com/biz/dicks-exxon-service-salinas-2,Dick's Exxon Service,"1040 El Camino Real NSalinas, CA 93907",(831) 663-0499,,Accepts Credit Cards
https://www.yelp.com/biz/ampm-san-diego-2,ampm,"3770 Murphy Canyon RdSan Diego, CA 92123",(858) 278-7442,ampm.com,
https://www.yelp.com/biz/arco-ontario-2,Arco,"9280 Haven AveOntario, CA 91762",,arco.com,
https://www.yelp.com/biz/76-station-san-diego,76 Station,"3154 El Cajon BlvdSan Diego, CA 92104",,,Accepts Credit Cards
https://www.yelp.com/biz/hamilton-rod-chevron-pleasant-hill,Hamilton Rod Chevron,"1705 Contra Costa BlvdPleasant Hill, CA 94523",(925) 685-5691,,
https://www.yelp.com/biz/arco-pomona-8,Arco,"1040 E Holt BlvdPomona, CA 91767",(800) 322-2726,arco.com,
https://www.yelp.com/biz/arco-riverside-2,Arco,"2720 14th StRiverside, CA 92507",(951) 784-5706,arco.com,
https://www.yelp.com/biz/hancor-shell-los-angeles,Hancor Shell,"2600 N Figueroa StLos Angeles, CA 90065",(323) 222-4595,find.shell.com/us/fuel/1005934…,"Accepts Credit Cards, Gender-neutral restrooms, No Wi-Fi"
https://www.yelp.com/biz/chevron-chino-2,Chevron,"14088 Euclid AveChino, CA 91710",(909) 464-1600,,Accepts Credit Cards
https://www.yelp.com/biz/handi-stop-9-fresno,Handi Stop 9,"1919 W Clinton AveFresno, CA 93705",(559) 268-7356,,
https://www.yelp.com/biz/hanlees-davis-toyota-davis,Hanlees Davis Toyota,"4202 Chiles RdDavis, CA 95616",(530) 753-3352,hanleesdavistoyota.com,"Accepts Credit Cards, Free Wi-Fi"
https://www.yelp.com/biz/harbor-tires-and-auto-services-torrance,Harbor Tires & Auto Services,"20802 S Vermont AveTorrance, CA 90502",(310) 328-3929,,Accepts Credit Cards
https://www.yelp.com/biz/harris-industrial-gases-citrus-heights-3,Harris Industrial Gases,"8475 Auburn BlvdCitrus Heights, CA 95610",(916) 725-2168,harrisgas.com,Accepts Credit Cards
https://www.yelp.com/biz/harrison-sf-auto-body-and-muffler-san-francisco-3,Harrison SF Auto Body & Muffler,"971 Harrison StSan Francisco, CA 94107",(415) 777-1626,harrisonsfautobody.com,Accepts Credit Cards
https://www.yelp.com/biz/harrys-bidwell-market-and-mobil-gas-folsom,Harry's Bidwell Market and Mobil Gas,"301 E Bidwell StFolsom, CA 95630",,,
https://www.yelp.com/biz/hassan-and-sons-montebello-2,Hassan and Sons,"1628 Washington BlvdMontebello, CA 90640",(323) 346-0575,,
https://www.yelp.com/biz/haven-union-76-tire-and-service-center-alta-loma,Haven Union 76 Tire & Service Center,"6411 Haven AveAlta Loma, CA 91737",(909) 948-0102,76.com,"Offers Delivery, Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/hayward-gas-mart-hayward,Hayward Gas Mart,"22690 Foothill BlvdHayward, CA 94541",(510) 583-1629,,In-person visits
https://www.yelp.com/biz/helo-chevron-los-angeles,Helo Chevron,"2427 Fletcher DrLos Angeles, CA 90039",(323) 663-2541,chevron.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/chevron-riverwalk-riverside,Chevron - Riverwalk,"4260 Riverwalk PkwyRiverside, CA 92505",(951) 688-2438,,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/hernandez-service-huntington-park,Hernandez Service,"6811 Santa Fe AveHuntington Park, CA 90255",(323) 582-6685,,
https://www.yelp.com/biz/high-five-enterprises-burbank-2,High Five Enterprises,"341 Victory BlvdBurbank, CA 91502",(818) 563-1917,76.com,
https://www.yelp.com/biz/hills-boat-service-newport-beach,Hills Boat Service,"814 E Bay AveNewport Beach, CA 92661",(949) 675-0740,hillsfueldock.com,"Accepts Credit Cards, Free Wi-Fi, Gender-neutral restrooms"
https://www.yelp.com/biz/hillside-shell-service-daly-city,Hillside Shell Service,"950 Hillside BlvdDaly City, CA 94014",(650) 756-5566,shell.com,Accepts Credit Cards
https://www.yelp.com/biz/jack-griggs-exeter,Jack Griggs,"1149 South Kaweah AveExeter, CA 93221",(559) 592-3154,jackgriggsinc.com,"Accepts Credit Cards, No Wi-Fi"
https://www.yelp.com/biz/las-posas-car-wash-and-detail-center-camarillo,Las Posas Car Wash & Detail Center,"100 S Las Posas RdCamarillo, CA 93010",(818) 877-0863,lasposascarwash.com,Accepts Credit Cards
https://www.yelp.com/biz/7-eleven-fremont-18,7-Eleven,"4995 Mowry AveFremont, CA 94538",(510) 793-9717,7-eleven.com,"Offers Delivery, Offers Takeout, Accepts Credit Cards, Wheelchair Accessible, Accepts Apple Pay, No Bike Parking"
https://www.yelp.com/biz/mobil-huntington-beach,Mobil,"16001 Beach BlvdHuntington Beach, CA 92647",(714) 841-5059,exxonmobilstations.com,Accepts Credit Cards
https://www.yelp.com/biz/mobil-oceanside,Mobil,"1990 College BlvdOceanside, CA 92056",(760) 639-0764,exxonmobilstations.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/nabil-mobile-service-station-dealers-huntington-park,Nabil Mobile Service Station Dealers,"3084 E Gage AveHuntington Park, CA 90255",(323) 583-5716,,
https://www.yelp.com/biz/chevron-station-concord,Chevron Station,"4295 Clayton RdConcord, CA 94521",(925) 671-2116,chevron.com,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/ralphs-gas-los-angeles,Ralphs Gas,"11870 Roscoe BlvdLos Angeles, CA 91352",,,"Accepts Credit Cards, Gender-neutral restrooms"
https://www.yelp.com/biz/sam-dugum-mobil-valley-village,Sam Dugum Mobil,"4801 Laurel Canyon BlvdValley Village, CA 91607",(818) 980-1366,exxonmobilstations.com,Accepts Credit Cards
https://www.yelp.com/biz/sams-club-corona,Sam's Club,"1375 E Ontario AveCorona, CA 92881",(951) 582-0319,samsclub.com,"Offers Delivery, Accepts Credit Cards, Moderate Noise, Good For Kids, Private Lot Parking, Bike Parking, Accepts Android Pay, Accepts Apple Pay, Dogs Not Allowed"
https://www.yelp.com/biz/sam-truongs-76-san-francisco,Sam Truong's 76,"1855 Taraval StSan Francisco, CA 94116",(415) 753-5897,,Accepts Credit Cards
https://www.yelp.com/biz/s-and-o-oil-services-los-angeles,S & O Oil Services,"1600 N Eastern AveLos Angeles, CA 90063",(323) 262-8471,,
https://www.yelp.com/biz/shell-danville-2,Shell,"811 Camino RamonDanville, CA 94526",(925) 838-0385,shell.com,Accepts Credit Cards
https://www.yelp.com/biz/shell-los-angeles-45,Shell,"1285 E Vernon AveLos Angeles, CA 90011",(323) 231-2311,shell.us,Accepts Credit Cards
https://www.yelp.com/biz/shell-san-diego-2,Shell,"3015 Del Mar Heights RdSan Diego, CA 92130",(858) 755-2114,,Accepts Credit Cards
https://www.yelp.com/biz/speedway-chico-2,Speedway,"2501 Notre Dame BlvdChico, CA 95926",(530) 891-6430,speedway.com,
https://www.yelp.com/biz/speedway-sacramento,Speedway,"2281 El Camino AveSacramento, CA 95821",(916) 927-4859,speedway.com,
https://www.yelp.com/biz/chevron-stations-burbank,Chevron Stations,"Riverside Dr & HollyBurbank, CA 91501",(818) 843-0382,,
https://www.yelp.com/biz/sukis-auto-repair-fresno,Suki's Auto Repair,"4386 W Shields AveFresno, CA 93722",(559) 276-0869,sukiautorepair.com,Accepts Credit Cards
https://www.yelp.com/biz/tesoro-pittsburg,Tesoro,"2971 Railroad AvePittsburg, CA 94565",(925) 252-0162,tsocorp.com,
https://www.yelp.com/biz/u-haul-moving-and-storage-at-candlestick-san-francisco-4,U-Haul Moving & Storage at Candlestick,"1575 Bay Shore BlSan Francisco, CA 94124",(415) 467-3830,uhaul.com,"Accepts Credit Cards, Accepts Android Pay, Accepts Apple Pay, Accepts Cryptocurrency"
https://www.yelp.com/biz/valero-rialto-2,Valero,"518 Foothill BlvdRialto, CA 92376",(909) 879-0283,valero.com,"Accepts Credit Cards, Garage Parking, Bike Parking"
https://www.yelp.com/biz/valero-sacramento-2,Valero,"7282 Franklin BlvdSacramento, CA 95823",(916) 429-8611,valero.com/products/pages/gaso…,Accepts Credit Cards
https://www.yelp.com/biz/winall-oil-company-costa-mesa,Winall Oil Company,"790 W 19th StCosta Mesa, CA 92627",(949) 645-2368,winalloil.com,
https://www.yelp.com/biz/zipline-express-carwash-fontana-2,Zipline Express Carwash,"8453 Citrus AveFontana, CA 92335",(866) 547-7465,ziplineexpress.com,"Accepts Credit Cards, Gender-neutral restrooms, No Wi-Fi"
https://www.yelp.com/biz/7-eleven-concord-3,7-Eleven,"4101 Concord BlvdConcord, CA 94519",(925) 676-4318,7-eleven.com,"Offers Delivery, Offers Takeout, Accepts Credit Cards, Private Lot Parking, Bike Parking, Accepts Apple Pay"
https://www.yelp.com/biz/all-star-ford-pittsburg,All Star Ford,"3800 Century WayPittsburg, CA 94565",(925) 752-7800,allstarford.net,"Accepts Credit Cards, Free Wi-Fi, Offers Military Discount"
https://www.yelp.com/biz/all-star-hyundai-pittsburg,All Star Hyundai,"3950 Century CtPittsburg, CA 94565",(925) 778-7878,allstarhyundai.net,"Accepts Credit Cards, Free Wi-Fi, Gender-neutral restrooms"
https://www.yelp.com/biz/circle-k-concord,Circle K,"800 Oak Grove RdConcord, CA 94518",(925) 689-4900,circlek.com,"Offers Delivery, Accepts Credit Cards"
https://www.yelp.com/biz/ampm-concord-2,ampm,"5101 Clayton RdConcord, CA 94521",(925) 446-4204,ampm.com,"No Takeout, Accepts Credit Cards, Private Lot Parking, Bike Parking, Accepts Android Pay, Accepts Apple Pay"
https://www.yelp.com/biz/ampm-oakley-2,ampm,"5540 Bridgehead RdOakley, CA 94561",(925) 706-1903,ampm.com,"No Takeout, Accepts Credit Cards, Private Lot Parking, Gender-neutral restrooms, No Bike Parking"
